temperature,var1,pressure,windspeed,electricity_consumption,year,month,day,day_of_week,hour
0.5700000000000001,3.1599999999999993,6.911747300251674,6.3507286363154325,5.37989735354046,2013,7,1,0,0
0.5000000000000002,2.7199999999999998,6.904750769961838,6.356177102729182,5.351858133476067,2013,7,1,0,1
0.4200000000000001,2.5799999999999996,6.90875477931522,6.362053490828717,5.420534999272286,2013,7,1,0,2
0.5700000000000001,3.1599999999999993,6.903747257584598,6.369181546013421,5.37989735354046,2013,7,1,0,3
0.5700000000000001,2.7199999999999998,6.913737350659685,6.376046444299722,5.407171771460119,2013,7,1,0,4
0.6400000000000002,2.7199999999999998,6.921658184151129,1.332366019094335,5.37989735354046,2013,7,1,0,5
0.3500000000000002,3.1599999999999993,6.914730892718563,1.682688374173693,5.393627546352362,2013,7,1,0,6
0.5700000000000001,3.0,6.905753276311464,2.155823711598642,5.407171771460119,2013,7,1,0,7
0.6400000000000002,2.8599999999999994,6.920671504248683,2.569171202151092,5.393627546352362,2013,7,1,0,8
0.7100000000000002,3.3,6.910750787961936,2.9431223232816937,5.407171771460119,2013,7,1,0,9
1.0000000000000002,3.1599999999999993,6.9167150203536085,3.179511101345924,5.308267697401205,2013,7,1,0,10
0.9200000000000002,3.0,6.911747300251674,3.3743399274922727,5.3230099791384085,2013,7,1,0,11
1.1400000000000001,3.5799999999999996,6.906754778648554,3.4881393117959636,5.351858133476067,2013,7,1,0,12
1.07,3.7199999999999998,6.9167150203536085,3.6005945392463645,5.37989735354046,2013,7,1,0,13
1.35,3.5799999999999996,6.907755278982137,3.7356437580898207,5.37989735354046,2013,7,1,0,14
1.2100000000000002,3.7199999999999998,6.905753276311464,3.8190301385789813,5.37989735354046,2013,7,1,0,15
1.28,3.3,6.917705609835305,3.900759813149435,5.365976015021851,2013,7,1,0,16
1.0000000000000002,2.8599999999999994,6.911747300251674,3.9387623026177674,5.293304824724492,2013,7,1,0,17
1.0000000000000002,3.3,6.915723448631314,3.9933264564921807,5.293304824724492,2013,7,1,0,18
1.07,3.3,6.904750769961838,4.049434361251106,5.365976015021851,2013,7,1,0,19
0.9200000000000002,3.1599999999999993,6.905753276311464,4.108740442505833,5.37989735354046,2013,7,1,0,20
1.07,3.44,6.904750769961838,4.166897754903809,5.407171771460119,2013,7,1,0,21
0.78,3.44,6.923628628138427,4.2255190127729065,5.351858133476067,2013,7,1,0,22
0.7100000000000002,3.3,6.920671504248683,4.291554731509806,5.37989735354046,2013,7,1,0,23
0.8500000000000002,3.7199999999999998,6.911747300251674,4.348340577019075,5.351858133476067,2013,7,2,1,0
0.9200000000000002,3.1599999999999993,6.919683849847411,1.9125010869241836,5.44673737166631,2013,7,2,1,1
0.8500000000000002,3.7199999999999998,6.90875477931522,2.403786973503013,5.351858133476067,2013,7,2,1,2
0.6400000000000002,3.44,6.905753276311464,1.8748743759385615,5.365976015021851,2013,7,2,1,3
0.6400000000000002,3.7199999999999998,6.92461239604856,1.7526720805200082,5.3230099791384085,2013,7,2,1,4
0.8500000000000002,3.3,6.923628628138427,2.366967351923314,5.407171771460119,2013,7,2,1,5
0.8500000000000002,3.0,6.923628628138427,1.969905654611529,5.351858133476067,2013,7,2,1,6
0.7100000000000002,3.0,6.911747300251674,1.8357763546448294,5.351858133476067,2013,7,2,1,7
0.7100000000000002,3.1599999999999993,6.925595197110468,2.437115985951652,5.293304824724492,2013,7,2,1,8
0.9200000000000002,3.0,6.919683849847411,2.730137797566215,5.3230099791384085,2013,7,2,1,9
1.0000000000000002,3.0,6.913737350659685,2.9564715596006885,5.420534999272286,2013,7,2,1,10
1.0000000000000002,3.8599999999999994,6.917705609835305,3.1623054733798064,5.365976015021851,2013,7,2,1,11
